head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"Wine:1001",-0.5659899982645847,-0.40059842493478093,-0.1556775354230573,0.002484924903803773,-0.12738201357277817,-0.39941623777415874,0.18509131967437936,0.36181703614491606,-0.15797858771302523,-0.19783879179464767,-0.061257012132991534,-0.19562485589193807,-0.12259643163604039,-0.0008944752340791498,-0.14383173348278283,0.021790593263882985,0.06116273707848621,0.009217947513082634,-0.016299786380665253,-0.006358928234272194,-0.04032915547244387,-0.05882992532706141,0.04034153100386506,-0.027115297094070505,0.006424222868292184,-0.0057738806162321715,-0.0024382934783467756,-0.00033191709351661013,-0.0045086022748867,0.0013342814752918904,0.0021820633298803354,0.001757506252263907
"Wine:1002",-0.6235579152622539,-0.36386128146924956,-0.17311226945642755,0.0027372131266680073,-0.013999962505977012,-0.4984219459694814,0.1444327012945164,0.23753940839689328,-0.18278769356532523,-0.2178058683301628,-0.05082704486209397,-0.10800029162660833,0.00021482393872801687,0.10679628236254644,-0.03852107456367801,0.02443619831179695,0.06760343513368768,0.010134168278999402,-0.01808680597814005,-0.007436331259338285,-0.04441815247936393,-0.06529096472524763,0.0445570785973367,-0.03005203155077009,0.007013458338893053,-0.006417478237527193,-0.0026840163033701905,-0.0003437515705673925,-0.005007608342799599,0.0014903647114052356,0.0024042014251058155,0.001944612158309445
"Wine:1003",-0.5645950003632639,-0.33626928273185386,-0.16789747405765085,0.0026741766069353027,0.07172775312784524,-0.5325154699044832,0.13182039472463708,0.26801251126877734,-0.0809995047590844,-0.21104082725279238,0.06208070018007256,-0.13430570395323882,-0.14679494482542413,0.1069073998929802,-0.11301298072798086,0.023636589522473477,0.06574615708799274,0.009990282731191865,-0.017613482978891176,-0.006884713131576674,-0.08735310993758208,-0.16569814306193092,0.04348571907500744,-0.02913655814262025,0.006877166631527566,-0.006182266632663909,-0.002577004079005078,-0.0003515535699872131,-0.004897887683450612,0.00143312340846794,0.0023913283888650394,0.001908089852656997
"Wine:1004",-0.43954144628243186,-0.26024780133134573,-0.23773603360287407,0.0023398925635751753,-0.19127078649906004,-0.5597605908626988,0.1481092550716781,0.39364361800874487,0.021459378817432255,-0.1775624089780163,-0.13268234488167557,-0.09326464436039114,-0.16508246192634307,0.09280056884797637,-0.17134093084724664,0.11290938086773798,0.057778113510856724,0.008667528653777361,-0.015480323970955799,-0.006258113099299495,-0.03816792335577945,-0.05637711145572214,0.038144564444316534,-0.02556068100743308,0.00602851905554566,-0.005516759428229659,-0.002259435451322465,-0.00029540111530765116,-0.028144214665391302,0.09040677215087004,0.0020627796578809063,0.0016514072487742064
"Wine:1005",-0.5629676500005868,-0.3412154778802111,-0.16340683054588856,0.002457387110705615,-0.09523935421193469,-0.463151806215959,0.04107365381186266,0.3864938554918875,-0.15208389588462665,-0.19660596261949997,-0.04196433674787658,-0.09627118704674384,-0.11683730099162408,0.1968691953865498,-0.11627734400215692,0.11754343883684425,0.06068285174319331,0.008984316828403798,-0.016329259818621027,-0.034943120853551966,-0.040149215028653054,-0.05857545040061111,0.04006898925584915,-0.026865200255701764,0.006309037116651944,-0.005743430660823548,-0.0023638035868877067,-0.0002602407641490628,-0.004472738151739103,0.0013319280924318725,0.0021731371493112286,0.0017293523796446137
"Wine:1006",-0.49337251783729,-0.3915815206010644,-0.20327300733125656,0.002605511700258303,-0.006330477865697928,-0.5291446907220457,0.18042679475850856,0.306147742809135,-0.007336950995397322,-0.20849004318651826,-0.043837205976529195,-0.1158170811782003,-0.14041012291347038,0.20645344490941345,-0.043173261647903007,0.02266572616638541,0.06362815671267735,0.03954052795172312,-0.01708918433533602,-0.0065249649393407366,-0.04193736647867254,-0.15191748295771004,-0.01804473985512373,-0.02833320206517091,0.0067177038757044415,-0.00607021275080657,-0.00246274589059986,-0.00028138767389371125,-0.004695457009251962,0.0013999794736836006,0.0022973826867830815,0.00182696494133385
"Wine:1007",-0.458368045084434,-0.18949631521729793,-0.23880990680851336,0.0023193231966730115,-0.18009049683979259,-0.6136862829056898,0.22851800854644572,0.39181532712216094,0.03303817446996424,-0.13623229709739176,-0.04016792394570916,-0.06739763417486712,-0.033243153105588244,0.11493656535925993,-0.1120653131793867,0.02069656580988628,0.05748634549738146,0.00859186058274469,-0.015318960867873575,-0.021509296990404204,-0.03792796946793069,-0.1461952318425221,0.037849916936364095,-0.02540550857337699,0.005894173463912225,-0.005493019495020219,-0.0022487291383055277,-0.0002495434037452584,-0.004247449428665608,0.0012541667924038102,0.0020469447146230367,0.0016438490908584108
"Wine:1008",-0.5760936463710647,-0.45605550303687237,-0.15889022291536553,0.0025263537397234776,0.08171553805074593,-0.48640900305915363,0.13517587278404256,0.249207234612637,-0.08889675466956563,-0.20088133662668212,-0.0435520057257211,-0.10668295655512401,0.02676262196500958,0.034007122759192064,-0.10992572230042298,0.02271303317482605,0.06194330994693332,0.009529732560774442,-0.016668371481963547,-0.006650957138781472,-0.048992606927128146,-0.16132650591723507,0.04099438868223352,-0.027425827342903653,0.006426474525117766,-0.005877022268490909,-0.002530916229996451,-0.0003199683063205981,-0.00462299109288937,0.0013726927093180232,0.00221607265396044,0.0018010254785733924
"Wine:1009",-0.5127177385560376,-0.3743526967678499,-0.16693425670195375,0.002667298329406972,-0.1876075442192775,-0.566476923503378,0.18515421146997948,0.1661784305066689,-0.02212827728719892,-0.16906134422321337,0.05156644439189394,-0.21994710068613502,-0.13785493372390173,0.10556825715186245,-0.11138742689766672,0.02319610289397299,0.06527692272913817,0.11441617946325679,-0.017537737195735884,-0.007022885247638495,-0.05803381583896239,-0.06331864044008077,0.04317203530516992,-0.02896591633382621,0.00684161771602299,-0.006212397177510508,-0.002568841790576633,-0.00035820880234507086,-0.004831898159908123,0.001438023257909469,0.0022997642366242195,0.0018440636346724719
"Wine:1010",-0.46799304519859575,-0.34342149124857246,-0.22883496931009967,0.002408375336733633,-0.03582960867781891,-0.5794915896972972,0.26623814596135204,0.31819349404279684,0.06416732413540736,-0.1109228402176904,-0.13730960447495588,-0.15717624264409738,-0.014177854776387864,0.14847404069686432,-0.05231105448414133,0.021036419926114144,0.05918639586737026,0.07177463362385866,-0.015824255419264802,-0.006212705474727411,-0.03890092770511523,-0.05722443268966574,0.03905851673169256,-0.02617944290335625,0.006097706966095531,-0.00559690663822996,-0.00232256576213142,-0.00023926276840748878,-0.004388690016244507,0.00128381368587796,0.0021034341679616133,0.0017054241547586255
"Wine:1011",-0.4827378506634421,-0.34229509048939305,-0.17710042714000848,0.002102215342299325,-0.06541921142762187,-0.5065713586059345,0.12817237913340676,0.3426805364035566,-0.16142372776818062,-0.17336767562884303,-0.03560820579604076,-0.32160668201168546,-0.08484858820712457,0.1505500967481567,-0.1557098779405292,0.018563903092041478,0.051785707399528785,0.007709268987612977,-0.013773883952772922,-0.005364493989810978,-0.034229303996828706,-0.04983515655525603,0.03443093818450854,-0.023015290272456582,0.005401047958539109,-0.00490766259112117,-0.0020560727645412267,-0.00026871974874059546,-0.003852032580582408,0.0011309105314525052,0.0018561935075488954,0.0014739445837180579
