Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
White,6.721327757060246,0.3161793285304402,0.24660870338044816,13.745619329086244,0.044359965380991864,22.18835885631146,130.29039385127084,0.9973021086399854,3.065189598951991,0.45721545192042745,11.147752487278794,5
White,7.947915871151508,0.284375732865984,0.23091469426056893,7.440951927298894,0.03150397715064241,59.70213075809491,185.99891946178758,0.9952764535751866,3.364465383166333,0.47745142750790365,9.068749609946659,6
White,6.323360774917833,0.35691071731301677,0.1331313201277791,11.933312284544007,0.031658455554637886,39.58418564510726,209.37248530336197,0.9944285465229662,3.5452485840236085,0.45797579752322415,10.90976836726057,6
White,7.980952873929168,0.3063252030860962,0.48159721925180904,1.7379485965124828,0.04691295425805243,84.90714525060518,142.59652872900418,0.9955422343525783,3.2814821240983947,0.5627740584347549,9.284800425334113,8
Red,7.252241079554191,0.5767107627381872,0.5115298403434677,2.120640721631799,0.07257373456964175,15.994115418095824,25.445735406420987,0.99498837620278,3.6246209594749024,0.5668884922781341,9.636862703204049,5
Red,10.80121991753552,0.2982057940854954,0.6056982387970297,1.919903951787098,0.06862757781036051,10.500920700408223,81.4464399426204,0.999105461237891,3.179655790799457,0.6330033917363571,8.964512978818549,5
White,6.535770278210433,0.26495150392938743,0.13997435440471867,1.7874334637343385,0.039770355320565436,46.58334437524021,183.69706918547897,0.9944525572357629,3.075068122954228,0.3764071417997323,9.253755344835527,6
Red,7.325243108026242,0.38550921324596105,0.5415579042002593,2.507948526654017,0.06393715356074907,7.901796753419362,118.19318124973424,0.9998216168203146,3.2020597559224315,0.4952456321289062,9.125643536890907,5
White,8.50692818031641,0.3318925058733855,0.5646887981931242,1.6448440744386477,0.12667921432061766,6.202294676705072,92.62745121395255,0.992031509690837,3.288746007753291,0.5203184984062488,9.41168992856868,7
White,6.240731907116397,0.2367361533204309,0.43307039570093303,16.175051950948056,0.03880489471324042,51.73151906519356,149.9713239456085,0.9915585665465069,3.182668543292006,0.5022548962518187,9.132211703024318,7
White,8.240825076960592,0.43407005528651477,0.3151249359254649,1.719441740051349,0.09211708873551337,55.93633301638097,113.83213454600333,0.9942695707252819,3.198167701737472,0.4184136790980393,11.33454415145932,5
Red,7.526471819172788,0.4635150378800143,0.28377015633132646,7.075159369481834,0.044251871505402725,11.007367981149091,205.4341921645445,0.9997418807822624,3.111755824539603,0.502845079723316,9.3833626957057,6
White,11.178073519702806,0.43804156245227516,0.2696276327051926,16.305052363377087,0.04031947218731789,40.5298406241986,201.25984897716853,0.995373184448273,3.2542675812962547,0.3789588892793257,8.895628414502632,5
Red,11.917241950167607,0.4038503314699177,0.5716582844544461,1.9211187160754364,0.13972222828875475,20.337871753858767,92.02909083823936,0.9982433424583144,3.3684785462593223,0.679910248466471,9.298320552017675,5
White,6.673044108944869,0.2672765369210954,0.19169946321066997,1.2920468015954856,0.04187589131537727,45.20440823889181,194.03824702164874,0.9918148382735413,3.369581588160461,0.3278240060186385,10.257133957458713,5
Red,9.478776009705234,0.730643762015932,0.031228997254548745,1.9464619717590579,0.05104951904591232,11.544207692328957,139.6359753961582,0.9957077512254191,3.1773595956201297,0.6603904854919428,11.635803207076748,6
White,8.096842586416498,0.4224953586511705,0.21903431908749083,1.6912339131504956,0.03800879363900623,28.55352163547061,115.59500192760677,0.9937339963998807,3.2335545595673727,0.4377418751178542,11.182832092824782,7
Red,11.915480796203914,0.5395184475308267,0.46105518758710307,2.3242330543563376,0.18720680134585788,19.53330203541357,67.84286822250768,0.9987318477730935,3.073046136356589,0.5097105473014569,9.055693923791946,6
White,6.427415432076705,0.2182564910011398,0.22578872227042468,6.113213231278026,0.04787255781098345,20.931125373824173,206.64468593176653,0.9977451380196136,3.227033402731318,0.3103493652005186,8.832904789878084,7
Red,12.081910831370724,0.38533099651206965,0.48284884093012065,1.9298653792849685,0.08756526705947625,6.132420514637955,39.91512377540167,0.9995833665160259,3.5309073848753076,0.6200685052523762,9.38959676589306,6
White,7.152902980824494,0.3658943359456915,0.2235095513347739,14.172529943264486,0.04357062151034912,11.80451945535168,155.90155890996874,0.996653960025051,3.1770225609182523,0.39385166778842823,11.818391175204177,6
Red,8.118740288662694,0.6793022742089238,-0.007733565534013415,2.485533156786539,0.0777139706637298,6.905820517791859,39.90942132499552,1.0004378948572195,3.3135615174034925,0.5719343437688317,9.586557624347364,6
White,6.9287378573299065,0.46993509760362767,0.357351495422962,2.190501186872004,0.04678140819933543,55.829572808938224,142.09829717588886,0.9961353219509719,3.305645136155725,0.5011154982374022,9.256821491296018,7
Red,6.458711177353464,0.42531591674844693,0.5567311017683266,1.6781060110178183,0.07635167982665468,8.347640075715805,77.7212468438438,0.9981697602941998,3.172569793067959,0.5445039761058429,9.450187622685343,5
White,5.562995386534056,0.21866908892705708,0.5193854501178908,1.9190994391948062,0.06875615032044227,30.67902256874641,107.05533004903371,0.9920725856170163,3.2290975165540834,0.5512891383593574,11.124972767236894,6
Red,9.95098399600093,0.3853395887007417,0.5214037195041559,1.7816289395325602,0.07496232318667041,17.927622466275658,25.71994354652215,0.9965788477806238,3.2313799260240406,0.6618977775643897,10.732392046645117,5
White,6.432415523453942,0.323113852358116,0.27592812329049765,1.6642931949837991,0.037577779404328104,15.927000662270457,116.92113002621555,0.9924537386674401,3.099556262238908,0.5840680731496815,9.571782861085731,6
Red,8.11778862995234,0.699295313503338,0.35175364995668196,2.1664296281690523,0.07766397091105344,3.0438859557601035,36.534621921251436,0.9995258110017755,3.165679186911616,0.5942232726313408,9.26571387897907,5
Red,8.082419187200196,0.6398145928132679,0.028628633511406192,1.3446353773608912,0.07555927296884087,8.206627893520189,71.47251451311035,0.9981221492245305,3.1953564484467085,0.606667110516951,9.638188568093772,5
